player_id,name,team,position,overall_rank,position_rank,tier,ppr_points,points_per_game,vorp,low_ppr,high_ppr,confidence,games,pass_attempts,completions,passing_yards,passing_touchdowns,interceptions,carries,rushing_yards,rushing_touchdowns,targets,receptions,receiving_yards,receiving_touchdowns,fumbles_lost,data_mode,model_version,projection_season
00-0034857,Josh Allen,BUF,QB,11,1,5,317.07113537539317,24.108160648856302,92.54712370696015,259.9983310078224,374.14393974296394,0.62,13.152025158353801,432.7627791002352,271.25894717766687,3384.6444867691202,25.55188650357981,9.744141911683839,91.49159625843492,510.2492550364917,8.858506719324762,,,,,2.604936052960468,production,2026.2.0,2026
00-0039851,Drake Maye,NE,QB,12,2,5,316.05782384916847,20.80249454187304,91.53381218073545,259.1674155563182,372.94823214201875,0.62,15.193265558271403,553.3855673107478,335.4960938662036,4020.6637433911465,25.485103235074682,9.2,98.0558687271917,506.2242607555167,4.6,,,,,3.2657824511638873,production,2026.2.0,2026
00-0040734,TreVeyon Henderson,NE,RB,13,5,6,220.51401650482455,13.998785915319864,89.33187156935176,180.82149353395616,260.206539475693,0.62,15.752367229468124,,,,,,206.99999999999997,1047.6499999999999,7.580669417470761,48.3,40.25,254.14999999999998,1.15,1.15,production,2026.2.0,2026
00-0037248,James Cook,BUF,RB,14,6,6,214.10928270314443,16.39641627524993,82.92713776767164,175.56961181657846,252.6489535897104,0.62,13.058297563860844,,,,,,182.8358597813669,956.1934561608605,8.651031470209503,46.0,29.233719010764958,276.70494124701577,2.3,2.060232434832596,production,2026.2.0,2026
00-0039064,Zay Flowers,BAL,WR,15,7,6,221.20374784524915,14.799905209104942,81.92484681769162,181.38707323310433,261.020422457394,0.62,14.946294906616293,,,,,,8.06920963392703,47.9989489498776,0.7011544284291079,126.19171430231866,88.89299315731638,896.4134030450753,5.75,0.41870354106858154,production,2026.2.0,2026
00-0036358,CeeDee Lamb,DAL,WR,16,8,7,217.51149918479172,15.481032777988558,78.23259815723418,178.3594293315292,256.6635690380542,0.62,14.050193052627389,,,,,,1.140541522728286,2.3,0.24250040488553537,121.89685558627792,86.25,1091.025477714969,3.4499999999999997,0.11302550800919235,production,2026.2.0,2026
00-0039040,De'Von Achane,MIA,RB,17,7,7,207.66407447117996,16.031721560188906,76.48192953570717,170.28454106636758,245.04360787599234,0.58,12.953323427651458,,,,,,198.8177310553656,848.1819321302202,6.433285214210203,64.09150871769536,43.83311050402093,306.83997558576596,2.223478432974177,1.805904343772942,production,2026.2.0,2026
00-0036410,Tee Higgins,CIN,WR,18,9,8,213.79856059317422,15.234131596589297,74.51965956561668,175.31481968640287,252.28230149994556,0.62,14.03418102552302,,,,,,0.0,4.062702026128055,0.20921275765219335,112.69999999999999,67.85,972.9,7.930403618442138,0.2927039330022863,production,2026.2.0,2026
00-0036997,Javonte Williams,DAL,RB,19,8,8,203.89997966286916,13.584169957334312,72.71783472739637,167.19798332355273,240.60197600218558,0.58,15.010116945185912,,,,,,202.7705245296328,965.8273451916032,8.809521376693926,48.07293638155644,34.200486713476515,157.54999999999998,1.2255030722356226,1.424194131672492,production,2026.2.0,2026
00-0037240,Jameson Williams,DET,WR,20,10,9,209.26583570709,17.070984454874424,69.98693467953245,171.5979852798138,246.93368613436618,0.62,12.258568699436461,,,,,,2.2242938425222065,3.4237106262968573,0.24676372013593856,98.55959236832001,64.39926227419441,1151.0959558745235,4.749303884244622,0.2808994217348942,production,2026.2.0,2026
00-0037744,Trey McBride,ARI,TE,21,1,9,201.92271867987122,14.966950335786677,68.81719271955174,165.57662931749442,238.26880804224803,0.62,13.491239975391952,,,,,,0.0,-6.8415644579962285,0.1172591713413822,121.28886717624947,85.14677832026749,804.5386946869518,6.334205487351717,0.851280307725211,production,2026.2.0,2026
